asset_id,recorded_at,vibration,temperature,pressure,rms,kurtosis,peak_to_peak
AST-002,2003-10-30 21:06:24,0.695,54.18,7.233,0.08373,2.82583,0.4113
AST-002,2003-10-30 21:16:24,0.788,56.56,6.982,0.08749,3.03653,0.33903
AST-002,2003-10-30 21:26:24,0.771,60.01,6.891,0.07881,3.09551,0.2944
AST-002,2003-10-30 21:36:24,0.717,54.35,6.845,0.08089,3.26966,0.29153
AST-002,2003-10-30 21:46:24,0.806,58.07,7.102,0.08031,2.93778,0.36603
AST-002,2003-10-30 21:56:24,0.769,56.33,7.58,0.08057,2.87223,0.40896
AST-002,2003-10-30 22:06:24,0.853,57.41,7.087,0.08252,3.05213,0.41874
AST-002,2003-10-30 22:16:24,0.813,54.63,7.067,0.07579,2.91464,0.39838
AST-002,2003-10-30 22:26:24,0.713,55.98,6.761,0.07826,2.83898,0.38184
AST-002,2003-10-30 22:36:24,0.765,57.5,6.81,0.08201,3.12643,0.30407
AST-002,2003-10-30 22:46:24,0.852,55.45,6.873,0.08124,2.92488,0.33032
AST-002,2003-10-30 22:56:24,0.767,56.0,6.947,0.07663,2.94059,0.36865
AST-002,2003-10-30 23:06:24,0.775,57.43,7.143,0.08061,3.06759,0.37543
AST-002,2003-10-30 23:16:24,0.848,56.23,7.046,0.07705,3.17254,0.34302
AST-002,2003-10-30 23:26:24,0.679,54.44,6.812,0.08789,2.96689,0.33838
AST-002,2003-10-30 23:36:24,0.693,54.91,6.935,0.07896,3.19534,0.30576
AST-002,2003-10-30 23:46:24,0.784,56.06,6.799,0.08366,2.92485,0.44457
AST-002,2003-10-30 23:56:24,0.754,54.56,7.062,0.07675,2.98238,0.27503
AST-002,2003-10-31 00:06:24,0.832,57.23,6.961,0.07957,3.03192,0.28845
AST-002,2003-10-31 00:16:24,0.688,53.81,7.156,0.08035,2.96756,0.3046
AST-002,2003-10-31 00:26:24,0.685,54.67,7.161,0.07901,2.96875,0.28174
AST-002,2003-10-31 00:36:24,0.651,54.7,7.154,0.08749,2.93356,0.47522
AST-002,2003-10-31 00:46:24,0.781,54.77,7.031,0.07468,3.06097,0.35662
AST-002,2003-10-31 00:56:24,0.911,53.93,6.911,0.08637,2.99633,0.38164
AST-002,2003-10-31 01:06:24,0.787,53.08,6.827,0.08544,3.24829,0.45342
AST-002,2003-10-31 01:16:24,0.866,53.59,7.096,0.07528,3.02399,0.34743
AST-002,2003-10-31 01:26:24,0.727,53.76,6.883,0.07522,2.92752,0.40289
AST-002,2003-10-31 01:36:24,0.682,54.75,6.763,0.07746,2.96516,0.27932
AST-002,2003-10-31 01:46:24,0.862,52.58,6.973,0.08327,3.2388,0.29321
AST-002,2003-10-31 01:56:24,0.747,55.38,6.666,0.07324,3.17309,0.25912
AST-002,2003-10-31 02:06:24,0.747,55.17,7.262,0.07621,3.22216,0.39012
AST-002,2003-10-31 02:16:24,0.777,54.08,6.993,0.07994,2.83348,0.35313
AST-002,2003-10-31 02:26:24,0.785,54.29,6.944,0.07821,3.18137,0.27789
AST-002,2003-10-31 02:36:24,0.734,51.72,6.955,0.08176,2.7577,0.43824
AST-002,2003-10-31 02:46:24,0.768,53.78,6.945,0.0788,2.75095,0.31363
AST-002,2003-10-31 02:56:24,0.714,53.66,6.767,0.08148,3.28553,0.3251
AST-002,2003-10-31 03:06:24,0.657,53.88,7.353,0.08388,2.96943,0.42728
AST-002,2003-10-31 03:16:24,0.758,52.79,6.865,0.07904,2.79615,0.41027
AST-002,2003-10-31 03:26:24,0.686,53.53,7.023,0.07934,2.82621,0.2894
AST-002,2003-10-31 03:36:24,0.758,52.16,6.872,0.07353,2.81979,0.35153
AST-002,2003-10-31 03:46:24,0.646,52.51,7.148,0.07519,3.01619,0.34989
AST-002,2003-10-31 03:56:24,0.671,53.76,6.757,0.07591,3.08436,0.28073
AST-002,2003-10-31 04:06:24,0.654,52.16,7.169,0.06724,2.9739,0.25457
AST-002,2003-10-31 04:16:24,0.775,52.99,7.012,0.07651,3.03119,0.30603
AST-002,2003-10-31 04:26:24,0.75,51.91,6.813,0.07404,2.91784,0.27251
AST-002,2003-10-31 04:36:24,0.677,55.18,6.776,0.06935,2.8989,0.30185
AST-002,2003-10-31 04:46:24,0.713,54.18,6.897,0.08266,3.12355,0.40079
AST-002,2003-10-31 04:56:24,0.72,50.14,6.741,0.0807,3.28122,0.32303
AST-002,2003-10-31 05:06:24,0.838,52.37,7.094,0.07593,2.9932,0.3548
AST-002,2003-10-31 05:16:24,0.689,53.05,7.148,0.07107,2.98034,0.32537
AST-002,2003-10-31 05:26:24,0.65,52.27,7.034,0.07185,3.15676,0.34495
AST-002,2003-10-31 05:36:24,0.747,52.98,6.768,0.0813,3.02644,0.3226
AST-002,2003-10-31 05:46:24,0.597,55.66,6.785,0.0857,2.89253,0.30587
AST-002,2003-10-31 05:56:24,0.735,53.96,7.05,0.08561,3.06815,0.34017
AST-002,2003-10-31 06:06:24,0.712,54.44,6.967,0.07679,2.73898,0.33128
AST-002,2003-10-31 06:16:24,0.586,53.08,7.228,0.07952,3.03345,0.35455
AST-002,2003-10-31 06:26:24,0.643,51.88,7.031,0.07542,3.09487,0.3211
AST-002,2003-10-31 06:36:24,0.779,52.19,7.222,0.07974,3.11304,0.37053
AST-002,2003-10-31 06:46:24,0.777,51.67,6.845,0.076,2.72092,0.36877
AST-002,2003-10-31 06:56:24,0.767,53.91,7.032,0.06873,3.0295,0.31945
AST-002,2003-10-31 07:06:24,0.658,51.89,7.148,0.06934,3.0567,0.37356
AST-002,2003-10-31 07:16:24,0.712,53.4,6.984,0.07907,3.13479,0.33533
AST-002,2003-10-31 07:26:24,0.638,51.87,6.619,0.07386,2.78473,0.37375
AST-002,2003-10-31 07:36:24,0.778,54.21,6.847,0.08375,2.86868,0.29882
AST-002,2003-10-31 07:46:24,0.642,51.73,6.983,0.07538,2.90112,0.4087
AST-002,2003-10-31 07:56:24,0.729,53.13,7.103,0.08677,2.99728,0.46967
AST-002,2003-10-31 08:06:24,0.766,53.81,7.079,0.08838,2.76394,0.35323
AST-002,2003-10-31 08:16:24,0.804,52.4,6.978,0.07766,3.18754,0.37363
AST-002,2003-10-31 08:26:24,0.748,52.61,6.736,0.07237,3.01763,0.37422
AST-002,2003-10-31 08:36:24,0.793,54.34,6.958,0.08397,3.39952,0.40545
AST-002,2003-10-31 08:46:24,0.785,53.18,6.863,0.07902,3.02671,0.40601
AST-002,2003-10-31 08:56:24,0.694,52.96,6.934,0.07977,2.78255,0.43582
AST-002,2003-10-31 09:06:24,0.663,52.15,6.929,0.0843,3.17052,0.3421
AST-002,2003-10-31 09:16:24,0.666,54.49,7.088,0.07241,3.10771,0.30303
AST-002,2003-10-31 09:26:24,0.738,52.77,7.025,0.0812,2.83327,0.37259
AST-002,2003-10-31 09:36:24,0.583,51.61,6.638,0.07756,2.93856,0.30003
AST-002,2003-10-31 09:46:24,0.894,54.32,6.86,0.07572,2.91092,0.38385
AST-002,2003-10-31 09:56:24,0.773,53.57,6.953,0.08111,3.17477,0.44512
AST-002,2003-10-31 10:06:24,0.764,55.4,7.066,0.07559,3.13096,0.3218
AST-002,2003-10-31 10:16:24,0.721,53.51,6.982,0.07339,3.38531,0.31338
AST-002,2003-10-31 10:26:24,0.745,53.35,7.019,0.07261,3.00086,0.37213
AST-002,2003-10-31 10:36:24,0.794,53.54,7.221,0.08078,3.02564,0.37444
AST-002,2003-10-31 10:46:24,0.732,53.72,6.906,0.0723,3.1473,0.34406
AST-002,2003-10-31 10:56:24,0.686,55.1,6.914,0.07619,2.75483,0.35524
AST-002,2003-10-31 11:06:24,0.829,55.51,6.967,0.0791,3.07014,0.3996
AST-002,2003-10-31 11:16:24,0.718,55.45,7.061,0.0728,2.87711,0.27426
AST-002,2003-10-31 11:26:24,0.787,53.6,7.164,0.0743,3.17362,0.28985
AST-002,2003-10-31 11:36:24,0.748,53.99,6.806,0.08074,3.09028,0.41028
AST-002,2003-10-31 11:46:24,0.712,54.91,7.167,0.08171,3.09718,0.37299
AST-002,2003-10-31 11:56:24,0.604,54.17,7.044,0.07764,2.93986,0.32742
AST-002,2003-10-31 12:06:24,0.824,53.34,6.944,0.08049,2.97483,0.35513
AST-002,2003-10-31 12:16:24,0.683,54.98,7.189,0.08266,3.15738,0.42765
AST-002,2003-10-31 12:26:24,0.777,56.78,6.946,0.07234,3.13357,0.34675
AST-002,2003-10-31 12:36:24,0.713,56.63,7.249,0.08194,3.01451,0.43835
AST-002,2003-10-31 12:46:24,0.82,56.8,7.0,0.08419,2.89492,0.29783
AST-002,2003-10-31 12:56:24,0.774,55.28,6.94,0.07589,2.90813,0.30021
AST-002,2003-10-31 13:06:24,0.679,54.41,7.042,0.07596,2.9541,0.32128
AST-002,2003-10-31 13:16:24,0.743,55.57,7.101,0.07587,2.73238,0.35178
AST-002,2003-10-31 13:26:24,0.869,56.11,6.853,0.08312,2.80647,0.43378
AST-002,2003-10-31 13:36:24,0.79,57.01,6.92,0.07649,2.94608,0.30705
AST-002,2003-10-31 13:46:24,0.855,56.66,6.715,0.08143,3.11604,0.30248
AST-002,2003-10-31 13:56:24,0.784,55.55,6.941,0.08105,3.17132,0.3067
AST-002,2003-10-31 14:06:24,0.876,55.75,6.73,0.08092,2.84667,0.4165
AST-002,2003-10-31 14:16:24,0.709,55.92,7.308,0.08131,3.15895,0.28972
AST-002,2003-10-31 14:26:24,0.82,57.08,6.726,0.08103,3.13122,0.4291
AST-002,2003-10-31 14:36:24,0.779,56.27,6.927,0.0847,2.94521,0.32928
AST-002,2003-10-31 14:46:24,0.76,57.43,6.989,0.07934,3.04819,0.33417
AST-002,2003-10-31 14:56:24,0.704,54.45,7.058,0.08163,2.98646,0.3149
AST-002,2003-10-31 15:06:24,0.646,55.71,7.053,0.08029,3.08623,0.30674
AST-002,2003-10-31 15:16:24,0.794,56.39,6.974,0.0748,2.83788,0.35835
AST-002,2003-10-31 15:26:24,0.791,57.73,7.021,0.09191,3.06959,0.34018
AST-002,2003-10-31 15:36:24,0.684,58.13,6.993,0.08223,2.96752,0.4498
AST-002,2003-10-31 15:46:24,0.747,56.06,6.858,0.0845,3.23512,0.37503
AST-002,2003-10-31 15:56:24,0.777,57.67,7.132,0.08954,3.24042,0.46958
AST-002,2003-10-31 16:06:24,0.802,57.01,6.945,0.07541,2.93004,0.4023
AST-002,2003-10-31 16:16:24,0.741,55.38,7.097,0.0785,3.01275,0.28924
AST-002,2003-10-31 16:26:24,0.75,58.01,7.028,0.08189,2.87526,0.33155
AST-002,2003-10-31 16:36:24,0.797,58.5,6.982,0.08341,2.81551,0.4515
AST-002,2003-10-31 16:46:24,0.779,55.57,6.927,0.08527,3.07834,0.46743
AST-002,2003-10-31 16:56:24,0.704,57.4,7.033,0.08505,3.00994,0.31718
AST-002,2003-10-31 17:06:24,0.815,56.83,7.128,0.09077,2.90783,0.48338
AST-002,2003-10-31 17:16:24,0.751,57.11,6.877,0.08181,3.1633,0.33925
AST-002,2003-10-31 17:26:24,0.802,56.28,6.864,0.08052,2.80675,0.31181
AST-002,2003-10-31 17:36:24,0.805,55.57,6.976,0.08082,2.99989,0.39448
AST-002,2003-10-31 17:46:24,0.817,58.54,6.653,0.08031,2.91091,0.29626
AST-002,2003-10-31 17:56:24,0.738,58.49,7.256,0.09023,2.83039,0.36212
AST-002,2003-10-31 18:06:24,0.772,57.47,7.021,0.07693,3.2751,0.34577
AST-002,2003-10-31 18:16:24,0.835,58.44,6.859,0.08078,2.83016,0.28364
AST-002,2003-10-31 18:26:24,0.612,56.08,7.133,0.08361,2.88403,0.31837
AST-002,2003-10-31 18:36:24,0.737,55.09,6.934,0.08606,2.8552,0.34144
AST-002,2003-10-31 18:46:24,0.66,57.39,6.843,0.07463,2.87422,0.31005
AST-002,2003-10-31 18:56:24,0.762,57.69,7.15,0.08325,3.10782,0.41012
AST-002,2003-10-31 19:06:24,0.763,57.46,6.975,0.08294,2.96866,0.40944
AST-002,2003-10-31 19:16:24,0.815,55.75,6.883,0.08236,2.98505,0.36472
AST-002,2003-10-31 19:26:24,0.856,57.19,7.148,0.08055,3.03185,0.41485
AST-002,2003-10-31 19:36:24,0.76,56.87,6.863,0.07685,2.96134,0.3093
AST-002,2003-10-31 19:46:24,0.863,55.74,7.183,0.08629,2.90939,0.46025
AST-002,2003-10-31 19:56:24,0.713,56.52,7.05,0.08273,2.90983,0.31788
AST-002,2003-10-31 20:06:24,0.801,55.51,6.914,0.08114,3.0679,0.41656
AST-002,2003-10-31 20:16:24,0.821,55.77,6.957,0.0791,2.97724,0.32651
AST-002,2003-10-31 20:26:24,0.845,57.28,7.268,0.07892,3.04717,0.33919
AST-002,2003-10-31 20:36:24,0.636,54.56,6.992,0.09236,3.20244,0.32418
AST-002,2003-10-31 20:46:24,0.859,55.59,6.953,0.07861,2.92501,0.29607
AST-002,2003-10-31 20:56:24,0.834,53.77,6.892,0.07917,2.94667,0.40428
AST-002,2003-10-31 21:06:24,0.722,56.27,7.225,0.08222,2.86716,0.29846
AST-002,2003-10-31 21:16:24,0.735,56.26,6.902,0.08813,2.95137,0.41465
AST-002,2003-10-31 21:26:24,0.705,57.55,7.083,0.08513,2.91088,0.41825
AST-002,2003-10-31 21:36:24,0.699,55.97,6.754,0.08704,2.87997,0.37401
AST-002,2003-10-31 21:46:24,0.83,58.25,7.08,0.08287,3.23885,0.3403
AST-002,2003-10-31 21:56:24,0.7,54.11,6.781,0.08073,3.25307,0.37774
AST-002,2003-10-31 22:06:24,0.699,54.66,7.193,0.0836,3.05196,0.32589
AST-002,2003-10-31 22:16:24,0.79,57.16,7.033,0.08349,3.04025,0.42659
AST-002,2003-10-31 22:26:24,0.763,54.14,6.907,0.07952,2.88845,0.40336
AST-002,2003-10-31 22:36:24,0.856,57.77,6.958,0.08205,3.06797,0.28815
AST-002,2003-10-31 22:46:24,0.744,54.8,7.229,0.07547,3.18126,0.28169
AST-002,2003-10-31 22:56:24,0.808,56.2,7.289,0.07894,3.33541,0.31714
AST-002,2003-10-31 23:06:24,0.758,57.57,6.752,0.07625,3.07816,0.40906
AST-002,2003-10-31 23:16:24,0.85,55.7,6.888,0.08922,2.88513,0.42146
AST-002,2003-10-31 23:26:24,0.788,55.77,7.059,0.07737,2.88315,0.36711
AST-002,2003-10-31 23:36:24,0.824,54.88,7.036,0.0858,2.83392,0.32856
AST-002,2003-10-31 23:46:24,0.747,56.65,6.927,0.08344,2.95585,0.36891
AST-002,2003-10-31 23:56:24,0.733,54.69,7.035,0.07659,2.6026,0.38961
AST-002,2003-11-01 00:06:24,0.643,55.97,6.811,0.08369,3.10449,0.30138
AST-002,2003-11-01 00:16:24,0.803,53.92,7.017,0.07683,2.86325,0.35277
AST-002,2003-11-01 00:26:24,0.715,54.44,6.883,0.07846,3.16643,0.39959
AST-002,2003-11-01 00:36:24,0.745,55.2,7.173,0.07458,2.79893,0.34002
AST-002,2003-11-01 00:46:24,0.826,53.94,6.937,0.07587,3.11862,0.32817
AST-002,2003-11-01 00:56:24,0.721,53.43,7.14,0.0749,2.9654,0.34447
AST-002,2003-11-01 01:06:24,0.708,56.55,7.218,0.07823,2.98065,0.3145
AST-002,2003-11-01 01:16:24,0.68,53.49,7.038,0.07731,2.95018,0.3759
AST-002,2003-11-01 01:26:24,0.816,55.33,6.719,0.0677,3.23159,0.30374
AST-002,2003-11-01 01:36:24,0.764,54.27,7.375,0.08275,3.19449,0.36687
AST-002,2003-11-01 01:46:24,0.814,53.59,6.914,0.07681,2.81414,0.32435
AST-002,2003-11-01 01:56:24,0.717,53.41,7.095,0.07698,3.11754,0.37433
AST-002,2003-11-01 02:06:24,0.693,55.92,6.937,0.08031,2.81948,0.3154
AST-002,2003-11-01 02:16:24,0.792,53.65,6.988,0.07352,2.84857,0.27933
AST-002,2003-11-01 02:26:24,0.714,56.95,7.097,0.07896,3.04953,0.37506
AST-002,2003-11-01 02:36:24,0.618,51.94,6.895,0.06733,2.89163,0.32453
AST-002,2003-11-01 02:46:24,0.766,53.66,7.076,0.08609,3.16065,0.36292
AST-002,2003-11-01 02:56:24,0.73,52.91,6.903,0.08142,2.92409,0.29014
AST-002,2003-11-01 03:06:24,0.746,53.84,7.237,0.08193,2.8691,0.43542
AST-002,2003-11-01 03:16:24,0.82,52.96,6.887,0.08307,3.10558,0.2988
AST-002,2003-11-01 03:26:24,0.738,52.92,7.166,0.07176,2.95477,0.32499
AST-002,2003-11-01 03:36:24,0.672,54.49,6.814,0.07186,3.04187,0.3361
AST-002,2003-11-01 03:46:24,0.681,53.94,6.93,0.07196,3.00461,0.37561
AST-002,2003-11-01 03:56:24,0.672,53.48,6.698,0.07856,3.13141,0.37548
AST-002,2003-11-01 04:06:24,0.744,52.49,7.148,0.07553,3.15,0.38875
AST-002,2003-11-01 04:16:24,0.803,53.55,7.177,0.08506,2.78087,0.38319
AST-002,2003-11-01 04:26:24,0.751,52.47,7.184,0.07152,3.15283,0.28051
AST-002,2003-11-01 04:36:24,0.635,54.51,7.08,0.08568,3.04355,0.34555
AST-002,2003-11-01 04:46:24,0.687,51.9,7.111,0.08075,3.1087,0.31789
AST-002,2003-11-01 04:56:24,0.663,52.58,6.97,0.07577,3.03177,0.38469
AST-002,2003-11-01 05:06:24,0.716,54.14,6.959,0.07345,3.12547,0.32079
AST-002,2003-11-01 05:16:24,0.685,52.65,7.147,0.07965,3.04923,0.41322
AST-002,2003-11-01 05:26:24,0.71,50.51,6.826,0.08276,2.72381,0.32339
AST-002,2003-11-01 05:36:24,0.71,55.38,6.918,0.06996,3.01145,0.27499
AST-002,2003-11-01 05:46:24,0.68,54.06,6.83,0.07649,2.86367,0.27516
AST-002,2003-11-01 05:56:24,0.611,52.08,7.135,0.07831,3.01444,0.37736
AST-002,2003-11-01 06:06:24,0.751,51.72,6.838,0.07896,2.9421,0.43003
AST-002,2003-11-01 06:16:24,0.72,54.0,7.058,0.07749,3.21605,0.27523
AST-002,2003-11-01 06:26:24,0.804,53.96,7.124,0.08048,2.74141,0.4423
AST-002,2003-11-01 06:36:24,0.789,50.45,7.215,0.07377,3.11124,0.32107
AST-002,2003-11-01 06:46:24,0.723,53.6,6.75,0.07855,3.07069,0.32485
AST-002,2003-11-01 06:56:24,0.647,55.88,7.3,0.08115,2.78725,0.33131
AST-002,2003-11-01 07:06:24,0.722,51.65,6.846,0.07621,3.09402,0.26751
AST-002,2003-11-01 07:16:24,0.671,52.78,6.895,0.07022,2.96585,0.27658
AST-002,2003-11-01 07:26:24,0.72,53.42,6.854,0.08335,3.02773,0.45018
AST-002,2003-11-01 07:36:24,0.679,52.3,7.225,0.06795,3.05521,0.26817
AST-002,2003-11-01 07:46:24,0.825,53.56,6.736,0.0662,2.99179,0.29451
AST-002,2003-11-01 07:56:24,0.702,54.12,6.895,0.07516,2.92847,0.29086
AST-002,2003-11-01 08:06:24,0.76,52.62,7.161,0.07582,3.07534,0.2993
AST-002,2003-11-01 08:16:24,0.652,51.52,6.913,0.08167,3.01347,0.30203
AST-002,2003-11-01 08:26:24,0.733,53.75,7.056,0.0798,3.16356,0.34987
AST-002,2003-11-01 08:36:24,0.809,53.11,6.972,0.0784,2.91137,0.42332
AST-002,2003-11-01 08:46:24,0.739,53.74,7.161,0.0789,2.96621,0.28441
AST-002,2003-11-01 08:56:24,0.69,53.56,7.142,0.06686,3.04961,0.2459
AST-002,2003-11-01 09:06:24,0.77,52.88,7.121,0.07233,3.15518,0.28144
AST-002,2003-11-01 09:16:24,0.742,53.84,7.034,0.07846,2.83752,0.33982
AST-002,2003-11-01 09:26:24,0.788,52.92,7.061,0.07943,2.77222,0.39564
AST-002,2003-11-01 09:36:24,0.803,54.89,7.015,0.0721,2.94926,0.36155
AST-002,2003-11-01 09:46:24,0.717,54.79,6.984,0.08154,2.91499,0.38834
AST-002,2003-11-01 09:56:24,0.852,54.74,6.987,0.07281,2.76706,0.36825
AST-002,2003-11-01 10:06:24,0.823,51.91,6.921,0.08221,2.99338,0.43113
AST-002,2003-11-01 10:16:24,0.774,55.66,7.05,0.08913,2.76204,0.34045
AST-002,2003-11-01 10:26:24,0.687,54.84,7.228,0.07305,3.30899,0.34699
AST-002,2003-11-01 10:36:24,0.807,54.73,7.049,0.07518,3.15167,0.39501
AST-002,2003-11-01 10:46:24,0.732,52.44,7.194,0.07813,2.80208,0.28122
AST-002,2003-11-01 10:56:24,0.763,55.54,7.299,0.08082,2.98111,0.30446
AST-002,2003-11-01 11:06:24,0.736,53.31,6.942,0.08252,2.92164,0.41536
AST-002,2003-11-01 11:16:24,0.608,54.29,7.2,0.07519,2.95035,0.38721
AST-002,2003-11-01 11:26:24,0.793,54.98,7.014,0.08072,2.91577,0.41277
AST-002,2003-11-01 11:36:24,0.674,55.64,6.976,0.07437,3.0868,0.40391
AST-002,2003-11-01 11:46:24,0.73,54.93,6.904,0.08,2.71845,0.36106
AST-002,2003-11-01 11:56:24,0.727,53.78,6.891,0.08137,2.83149,0.33839
AST-002,2003-11-01 12:06:24,0.786,55.53,6.78,0.08632,3.04746,0.45172
AST-002,2003-11-01 12:16:24,0.712,52.96,7.125,0.08821,3.14867,0.34618
AST-002,2003-11-01 12:26:24,0.735,53.01,7.33,0.07645,2.9637,0.34362
AST-002,2003-11-01 12:36:24,0.797,54.46,6.969,0.07984,3.14149,0.42752
AST-002,2003-11-01 12:46:24,0.754,56.81,6.83,0.07891,3.09274,0.33285
AST-002,2003-11-01 12:56:24,0.696,54.73,6.975,0.07999,2.96562,0.37284
AST-002,2003-11-01 13:06:24,0.674,54.17,7.11,0.08472,2.84138,0.37783
AST-002,2003-11-01 13:16:24,0.75,55.45,7.093,0.07489,2.93215,0.30529
AST-002,2003-11-01 13:26:24,0.799,55.56,7.368,0.07879,3.17833,0.32271
AST-002,2003-11-01 13:36:24,0.739,54.56,6.973,0.08839,2.81319,0.44816
AST-002,2003-11-01 13:46:24,0.701,54.51,7.064,0.08351,2.85621,0.40172
AST-002,2003-11-01 13:56:24,0.723,56.11,6.91,0.08353,2.88287,0.39278
AST-002,2003-11-01 14:06:24,0.826,54.31,7.275,0.08054,2.72549,0.34077
AST-002,2003-11-01 14:16:24,0.649,55.25,7.082,0.08488,2.91007,0.38037
AST-002,2003-11-01 14:26:24,0.704,57.03,7.232,0.08003,2.7413,0.39105
AST-002,2003-11-01 14:36:24,0.672,55.7,7.083,0.08095,3.22699,0.33602
AST-002,2003-11-01 14:46:24,0.735,58.42,7.113,0.07831,2.86086,0.34197
AST-002,2003-11-01 14:56:24,0.77,56.58,7.085,0.07819,2.86577,0.29535
AST-002,2003-11-01 15:06:24,0.748,56.02,6.838,0.07787,2.93508,0.4113
AST-002,2003-11-01 15:16:24,0.748,53.65,7.158,0.08103,3.10138,0.33475
AST-002,2003-11-01 15:26:24,0.672,55.76,7.121,0.07711,3.08403,0.40377
AST-002,2003-11-01 15:36:24,0.77,57.9,6.91,0.09403,2.84148,0.43988
AST-002,2003-11-01 15:46:24,0.814,55.59,6.759,0.08037,2.82706,0.42333
AST-002,2003-11-01 15:56:24,0.711,56.56,6.973,0.08008,2.98805,0.35317
AST-002,2003-11-01 16:06:24,0.895,56.17,7.133,0.08302,3.05605,0.31249
AST-002,2003-11-01 16:16:24,0.782,58.17,6.799,0.07632,2.87566,0.31326
AST-002,2003-11-01 16:26:24,0.791,54.39,6.955,0.08341,3.03128,0.31507
AST-002,2003-11-01 16:36:24,0.83,61.07,7.14,0.0819,2.87065,0.36129
AST-002,2003-11-01 16:46:24,0.627,56.43,7.187,0.08013,3.07739,0.35538
AST-002,2003-11-01 16:56:24,0.816,57.0,7.166,0.09398,3.40139,0.44953
AST-002,2003-11-01 17:06:24,0.823,56.17,7.182,0.08386,3.12617,0.3457
AST-002,2003-11-01 17:16:24,0.699,58.61,6.984,0.08203,3.13178,0.30713
AST-002,2003-11-01 17:26:24,0.832,58.23,6.89,0.08067,3.03468,0.413
AST-002,2003-11-01 17:36:24,0.845,57.34,7.225,0.07557,2.85384,0.34677
AST-002,2003-11-01 17:46:24,0.751,56.67,7.129,0.09045,2.79186,0.34094
AST-002,2003-11-01 17:56:24,0.928,58.24,7.19,0.08153,3.10198,0.3396
AST-002,2003-11-01 18:06:24,0.85,57.87,6.936,0.07724,2.98997,0.27944
AST-002,2003-11-01 18:16:24,0.812,56.02,6.627,0.07467,3.11698,0.34038
AST-002,2003-11-01 18:26:24,0.735,57.09,7.059,0.0803,3.07977,0.43141
AST-002,2003-11-01 18:36:24,0.799,57.31,7.009,0.0799,3.22601,0.28322
AST-002,2003-11-01 18:46:24,0.813,54.85,6.825,0.07609,3.09522,0.37643
AST-002,2003-11-01 18:56:24,0.806,57.8,7.06,0.08019,2.93158,0.43892
AST-002,2003-11-01 19:06:24,0.684,55.59,7.108,0.08274,2.98713,0.31803
AST-002,2003-11-01 19:16:24,0.755,57.21,7.049,0.08582,3.10638,0.4139
AST-002,2003-11-01 19:26:24,0.799,57.84,7.001,0.09044,3.07382,0.45642
AST-002,2003-11-01 19:36:24,0.74,58.0,7.018,0.07807,2.99013,0.40855
AST-002,2003-11-01 19:46:24,0.764,55.11,7.125,0.08117,3.02066,0.44134
AST-002,2003-11-01 19:56:24,0.801,55.69,6.863,0.08434,2.84018,0.39785
AST-002,2003-11-01 20:06:24,0.767,58.51,6.83,0.08205,2.9003,0.43389
AST-002,2003-11-01 20:16:24,0.721,57.36,6.746,0.07867,3.00083,0.32278
AST-002,2003-11-01 20:26:24,0.684,56.06,6.799,0.08214,2.95503,0.30311
AST-002,2003-11-01 20:36:24,0.87,56.03,7.063,0.08585,2.99174,0.34411
AST-002,2003-11-01 20:46:24,0.813,56.0,6.91,0.08188,3.26537,0.3217
AST-002,2003-11-01 20:56:24,0.822,55.75,6.844,0.08199,2.74209,0.44338
AST-002,2003-11-01 21:06:24,0.781,54.72,6.927,0.0829,3.09797,0.32663
AST-002,2003-11-01 21:16:24,0.774,55.91,7.078,0.07951,3.31427,0.42711
AST-002,2003-11-01 21:26:24,0.833,56.29,7.016,0.08324,2.90054,0.34572
AST-002,2003-11-01 21:36:24,0.833,54.71,7.037,0.0771,2.95925,0.40303
AST-002,2003-11-01 21:46:24,0.739,57.16,7.116,0.08888,3.03118,0.43046
AST-002,2003-11-01 21:56:24,0.711,57.64,7.132,0.08342,3.31701,0.32056
AST-002,2003-11-01 22:06:24,0.816,55.89,7.021,0.08262,2.84279,0.41376
AST-002,2003-11-01 22:16:24,0.664,56.3,6.97,0.08439,3.04205,0.41443
AST-002,2003-11-01 22:26:24,0.808,55.42,7.201,0.08294,2.695,0.41614
AST-002,2003-11-01 22:36:24,0.705,54.93,7.314,0.07763,3.16213,0.35081
AST-002,2003-11-01 22:46:24,0.695,55.39,7.003,0.08447,3.03466,0.3306
AST-002,2003-11-01 22:56:24,0.756,56.83,6.98,0.0764,3.09697,0.34473
AST-002,2003-11-01 23:06:24,0.661,54.14,6.822,0.07497,2.89744,0.28411
AST-002,2003-11-01 23:16:24,0.732,57.01,6.795,0.07337,3.08578,0.37191
AST-002,2003-11-01 23:26:24,0.75,57.06,7.025,0.07208,3.06646,0.36989
AST-002,2003-11-01 23:36:24,0.802,56.32,7.09,0.07818,3.05032,0.36805
AST-002,2003-11-01 23:46:24,0.767,56.9,6.725,0.07926,3.26508,0.28656
AST-002,2003-11-01 23:56:24,0.691,55.66,7.119,0.08066,3.17234,0.28364
AST-002,2003-11-02 00:06:24,0.684,54.47,7.006,0.08113,3.16931,0.32125
AST-002,2003-11-02 00:16:24,0.758,54.97,7.193,0.07535,2.82641,0.29258
AST-002,2003-11-02 00:26:24,0.687,54.63,7.329,0.0844,2.99531,0.33357
AST-002,2003-11-02 00:36:24,0.704,52.83,7.163,0.08113,3.04442,0.34216
